pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z,pt4_X,pt4_Y,pt4_Z,pt5_X,pt5_Y,pt5_Z
44.636281,16.643750,19.857409,44.527007,20.786571,21.678502,42.447558,22.046726,22.678314,43.835915,21.469665,19.928820,42.930831,18.554351,16.606662
45.086459,16.400307,20.059791,44.396745,20.674661,21.957500,42.392615,21.995098,22.819139,43.622530,21.354300,20.087882,42.778454,19.135302,16.417050
45.415270,16.308457,20.768271,44.278737,20.474802,22.059716,42.350138,21.942429,22.946137,43.581798,21.438548,20.220964,42.103651,19.885627,16.126627
45.631358,16.329875,22.225470,44.347418,20.459632,22.128210,42.299314,21.884246,23.017244,43.539070,21.491443,20.350357,41.620067,21.370290,16.393546
45.719821,17.018287,23.912752,44.229133,20.054806,22.110591,42.269285,21.799321,23.121399,43.544230,21.438366,20.455671,41.035017,22.882749,17.167695
45.789542,18.198088,25.575686,44.217246,20.294819,22.370608,42.208466,21.724115,23.228087,43.413266,21.450629,20.629840,40.948185,24.594759,18.797824
45.368895,19.805256,26.736328,44.086942,20.208677,22.408273,42.130298,21.695876,23.348058,43.288118,21.413261,20.874110,41.017911,25.416315,20.257578
44.237647,21.255223,26.621436,43.955158,20.315610,22.640211,42.065832,21.643145,23.421646,43.353105,21.400121,20.914284,41.182708,25.568881,21.701080
43.424777,21.707124,26.563503,44.045934,20.282384,22.869617,42.034098,21.579328,23.542371,43.220732,21.428254,21.087821,41.032972,25.013677,22.506633
42.869765,21.642125,26.459873,43.833044,19.982111,23.054473,41.968683,21.525487,23.689009,43.139028,21.572281,21.290429,40.701450,24.685942,22.659170
44.097390,20.850113,26.926166,43.912102,20.142734,23.000579,41.912960,21.519193,23.849245,43.153989,21.306254,21.314688,40.700823,25.211245,21.599138
44.963110,19.335310,26.879588,43.844743,20.197076,23.075132,41.862668,21.536446,23.986395,43.112931,21.410416,21.378012,40.924617,25.160047,20.263031
45.423530,17.868805,26.183744,43.818273,20.184613,23.333261,41.819450,21.522466,24.145944,43.074507,21.211235,21.609286,41.117875,24.125358,18.886961
45.611462,16.343492,25.216512,43.712938,20.159645,23.331259,41.736864,21.500783,24.252197,42.972077,20.959923,21.552809,41.428895,22.756312,17.824537
45.103051,15.495623,24.042615,43.711008,20.039951,23.448015,41.714180,21.463502,24.393910,42.972601,20.887361,21.593325,41.461415,21.017368,17.628975
44.484804,15.480301,22.847596,43.674998,19.995431,23.486057,41.605868,21.325022,24.423269,42.864891,20.760422,21.717690,41.756695,19.910871,17.847730
44.063332,15.484266,21.947020,43.622952,20.016113,23.658622,41.518948,21.219911,24.474980,42.861751,20.778505,21.848742,41.937323,18.983307,18.575104
43.828328,15.798127,21.551058,43.630582,19.989390,23.637689,41.459139,21.176224,24.565692,42.845354,20.591814,21.948265,41.879062,18.899605,18.320347
44.318784,15.782102,21.947180,43.520324,19.835108,23.897927,41.404717,21.130437,24.715361,42.771021,20.614572,22.134892,41.954895,19.313420,18.135294
44.344744,15.500589,23.080776,43.488797,19.700690,24.022109,41.360579,21.121113,24.873265,42.700292,20.799064,22.296690,41.509839,20.360526,18.313002
44.688189,15.330571,24.734119,43.431029,19.749317,24.142707,41.318586,21.143884,24.998937,42.774982,20.868817,22.385417,40.850078,21.869108,18.582538
44.654216,16.273237,26.756268,43.375521,19.694227,24.281726,41.264198,21.097323,25.138911,42.522378,20.851346,22.533766,40.623531,23.365381,19.603391
44.468440,17.617661,28.112428,43.199967,19.551600,24.384275,41.192359,21.068895,25.230320,42.588043,21.066818,22.431468,40.568527,24.555612,21.190323
44.172887,18.858656,28.807517,42.918494,19.469464,24.459337,41.158433,20.973384,25.334149,42.315647,20.974442,22.693172,40.485033,24.928508,22.865012
42.724725,20.604670,28.589372,43.010244,19.756358,24.446908,41.090780,20.882792,25.433128,42.279965,21.028858,22.923242,40.511224,24.791479,24.190882
42.204561,20.867796,28.760717,42.938187,19.654496,24.531003,41.013073,20.823061,25.519397,42.196016,20.994689,22.957603,40.097857,24.302522,24.699469
42.253778,20.525479,29.021772,42.953887,19.662326,24.528642,40.952739,20.755085,25.605627,42.080245,20.912939,22.972703,39.879817,24.562718,24.406244
